Indicator,Country,Time,Value,Flags
Percentage of students in tertiary education who are female (%),Niue,2003,,a
Percentage of students in tertiary education who are female (%),Niue,2004,,a
Percentage of students in tertiary education who are female (%),Niue,2005,,a
Percentage of students in tertiary education who are female (%),Niue,2006,,a
Percentage of students in tertiary education who are female (%),Niue,2007,,a
Percentage of students in tertiary education who are female (%),Niue,2008,,a
Percentage of students in tertiary education who are female (%),Niue,2009,,a
Percentage of students in tertiary education who are female (%),Zimbabwe,2010,44.98737,
Percentage of students in tertiary education who are female (%),Zimbabwe,2011,43.74122,
Percentage of students in tertiary education who are female (%),Zimbabwe,2012,44.04331,
Percentage of students in tertiary ISCED 6 programmes who are female (%),United Arab Emirates,2007,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),United Arab Emirates,2008,100,
Percentage of students in tertiary ISCED 6 programmes who are female (%),United Arab Emirates,2009,82,
Percentage of students in tertiary ISCED 6 programmes who are female (%),United Arab Emirates,2010,63.82979,
Percentage of students in tertiary ISCED 6 programmes who are female (%),United Arab Emirates,2011,69.38776,
Percentage of students in tertiary ISCED 6 programmes who are female (%),United Arab Emirates,2012,61.45251,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,1999,21.04203,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2000,23.2594,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2001,23.92077,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2002,25.00106,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2003,30.70952,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2004,29.16783,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2005,32.5484,ﾇ
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2010,45.10709,
Percentage of students in tertiary education who are female (%),United Republic of Tanzania,2012,35.36027,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Bahrain,2003,63.61489,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Bahrain,2004,64.81883,ﾇ
Percentage of students in tertiary ISCED 5A programmes who are female (%),Bahrain,2005,69.20503,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Bahrain,2006,69.96735,
Percentage of students in tertiary ISCED 5A programmes who are female (%),Bahrain,2012,59.39959,
Percentage of students in tertiary education who are female (%),Cameroon,2002,38.78415,ﾇ
Percentage of students in tertiary education who are female (%),Cameroon,2003,38.78354,ﾇ
Percentage of students in tertiary education who are female (%),Cameroon,2004,38.78407,ﾇ
Percentage of students in tertiary education who are female (%),Cameroon,2005,39.50172,+
Percentage of students in tertiary education who are female (%),Cameroon,2006,41.76628,
Percentage of students in tertiary education who are female (%),Cameroon,2007,43.86608,
Percentage of students in tertiary education who are female (%),Cameroon,2008,44.06256,
Percentage of students in tertiary education who are female (%),Cameroon,2009,43.9372,
Percentage of students in tertiary education who are female (%),Cameroon,2010,44.69321,
Percentage of students in tertiary education who are female (%),Cameroon,2011,42.21502,
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,1999,41.13798,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2000,41.40911,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2001,41.18445,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2002,42.65099,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2003,43.63853,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2004,44.09347,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2005,44.45183,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2006,43.56742,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2007,42.97771,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2008,43.56221,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2009,44.05587,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2010,45.18085,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2011,45.53668,ﾇ
Percentage of students in tertiary ISCED 6 programmes who are female (%),World,2012,45.6717,ﾇ
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,1999,52.70619,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2000,52.94104,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2001,53.42901,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2002,53.86408,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2003,55.16847,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2004,55.52278,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2005,55.72607,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2006,55.71217,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2007,55.58494,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2008,55.33229,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2009,55.6683,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2010,55.58068,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2011,56.07789,
Percentage of students in tertiary ISCED 5B programmes who are female (%),France,2012,56.10299,
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2001,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2002,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2005,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2006,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2008,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2009,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2010,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2011,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Mauritania,2012,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,1999,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2000,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2001,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2002,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2005,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2006,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2009,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Djibouti,2011,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,1999,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,2002,,+a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,2003,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,2004,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,2005,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,2006,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),Angola,2007,,a
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,1999,41.50527,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2000,41.9171,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2001,41.89605,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2002,43.87978,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2003,44.97194,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2004,45.50591,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2005,45.83247,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2006,46.01479,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2007,46.17502,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2008,46.06861,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2009,46.36445,
Percentage of students in tertiary ISCED 6 programmes who are female (%),High income countries,2010,46.55269,
